REAL
0.31289639 -0.15042349 0.02329286 -0.1280816
-0.15042349 0.19095069 0.10568573 0.01421489
0.02329286 0.10568573 0.3081182 -0.14812639
-0.1280816 0.01421489 -0.14812639 0.18803472
IMAGINARY
-0.0 -0.19266696 -0.18982226 0.07691352
0.19266696 -0.0 0.10559882 -0.11584247
0.18982226 -0.10559882 -0.0 -0.18972477
-0.07691352 0.11584247 0.18972477 -0.0


REAL
0.03682641 0.13104579 0.00274146 0.00668005
0.13104579 0.46702067 0.01283076 0.03476629
0.00274146 0.01283076 0.03626404 0.12904461
0.00668005 0.03476629 0.12904461 0.45988887
IMAGINARY
-0.0 -0.00506931 -0.02234117 -0.07987783
0.00506931 -0.0 -0.07912309 -0.28332356
0.02234117 0.07912309 -0.0 -0.0049919
0.07987783 0.28332356 0.0049919 -0.0


REAL
0.17076549 0.2653034 0.06577056 0.08662519
0.2653034 0.43151722 0.11773874 0.16619944
0.06577056 0.11773874 0.11276496 0.17519306
0.08662519 0.16619944 0.17519306 0.28495233
IMAGINARY
0.0 -0.05746612 -0.04622829 -0.093954
0.05746612 -0.0 -0.04968769 -0.11681694
0.04622829 0.04968769 0.0 -0.03794775
0.093954 0.11681694 0.03794775 -0.0


REAL
0.1623657 0.05673154 0.06253537 -0.04885124
0.05673154 0.439917 0.0925517 0.16943463
0.06253537 0.0925517 0.10721817 0.03746266
-0.04885124 0.16943463 0.03746266 0.29049912
IMAGINARY
0.0 -0.26116847 -0.04395436 -0.1159473
0.26116847 -0.0 0.08523147 -0.11909086
0.04395436 -0.08523147 -0.0 -0.17246255
0.1159473 0.11909086 0.17246255 -0.0


REAL
0.71431519 0.30240969 0.12519919 0.04931237
0.30240969 0.24894022 0.05669531 0.04363216
0.12519919 0.05669531 0.02724845 0.0115358
0.04931237 0.04363216 0.0115358 0.00949614
IMAGINARY
-0.0 -0.29388801 -0.00897237 -0.05530874
0.29388801 -0.0 0.04771172 -0.00312689
0.00897237 -0.04771172 -0.0 -0.01121073
0.05530874 0.00312689 0.01121073 -0.0


REAL
0.62237006 0.43074049 0.10908382 0.07344723
0.43074049 0.34088535 0.07754594 0.05974753
0.10908382 0.07754594 0.02374109 0.01643114
0.07344723 0.05974753 0.01643114 0.0130035
IMAGINARY
0.0 -0.16315473 -0.00781747 -0.03400684
0.16315473 0.0 0.02318595 -0.00428179
0.00781747 -0.02318595 0.0 -0.00622374
0.03400684 0.00428179 0.00622374 0.0


REAL
0.3489759 -0.27969597 -0.12159822 0.10547639
-0.27969597 0.45948205 0.08943984 -0.16010332
-0.12159822 0.08943984 0.08268032 -0.06626633
0.10547639 -0.16010332 -0.06626633 0.10886173
IMAGINARY
-0.0 0.28656296 -0.00976464 -0.09202473
-0.28656296 -0.0 0.107677 -0.0128567
0.00976464 -0.107677 -0.0 0.06789327
0.09202473 0.0128567 -0.06789327 -0.0


REAL
0.2552157 -0.36658379 -0.08892813 0.1254241
-0.36658379 0.55324225 0.13004303 -0.19277341
-0.08892813 0.13004303 0.0604664 -0.08685202
0.1254241 -0.19277341 -0.08685202 0.13107565
IMAGINARY
-0.0 -0.08253749 -0.00714115 0.03901694
0.08253749 0.0 -0.01850229 -0.01548019
0.00714115 0.01850229 -0.0 -0.01955501
